,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_contribution_value,statistic_rating_contribution_value
10,1777,0,0,25.0,25.0,3788743.0,796.0,18735.0,Dmitriy Barinov,,8.0,True,9.0,Right Defensive Midfield,45.0,228675.0,D. Barinov,Dmitriy Barinov,1996-09-11,22.0,152.4,72.1,"CDM,CB",Russia,66.0,76.0,925000.0,1000.0,Right,1.0,4.0,2.0,Medium/ Medium,Normal,2100000.0,Lokomotiv Moscow,77.0,SUB,36.0,2013-04-18,2020,,,,,44.0,54.0,54.0,68.0,46.0,42.0,41.0,49.0,71.0,51.0,63.0,67.0,62.0,66.0,69.0,62.0,60.0,60.0,61.0,47.0,63.0,67.0,59.0,62.0,46.0,54.0,65.0,70.0,66.0,10.0,9.0,11.0,15.0,6.0,,,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,57+2,57+2,57+2,56+2,61+2,61+2,61+2,56+2,61+2,64+2,64+2,64+2,61+2,62+2,64+2,64+2,64+2,62+2,45.0,27.855874030533933,55.711748061067865
11,1932,0,0,7.0,7.0,3788751.0,771.0,5480.0,Corentin Tolisso,,12.0,False,0.0,Substitute,11.0,219683.0,C. Tolisso,Corentin Tolisso,1994-08-03,24.0,154.94,81.2,"CM,CDM",France,83.0,88.0,34000000.0,85000.0,Right,2.0,3.0,3.0,High/ Medium,Normal,58700000.0,FC Bayern München,85.0,SUB,24.0,2017-07-01,2022,,,,,67.0,75.0,82.0,84.0,62.0,77.0,66.0,73.0,86.0,81.0,75.0,66.0,75.0,83.0,74.0,82.0,90.0,87.0,77.0,81.0,81.0,76.0,79.0,80.0,70.0,74.0,75.0,78.0,71.0,7.0,10.0,14.0,9.0,14.0,,"Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Power Header",78+2,78+2,78+2,77+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,78+2,81+2,81+2,81+2,78+2,76+2,80+2,80+2,80+2,76+2,76+2,77+2,77+2,77+2,76+2,31.0,19.129134610841533,55.53619725728187
12,1469,0,0,3.0,3.0,3754003.0,39.0,3311.0,Daley Blind,,17.0,True,5.0,Left Center Back,95.0,190815.0,D. Blind,Daley Blind,1990-03-09,28.0,154.94,72.1,"CB,LB,CDM",Netherlands,80.0,81.0,13500000.0,22000.0,Left,3.0,4.0,3.0,High/ Medium,Normal,19900000.0,Ajax,78.0,LCB,17.0,2018-07-17,2022,Netherlands,81.0,LB,5.0,81.0,46.0,72.0,83.0,62.0,73.0,84.0,62.0,83.0,80.0,62.0,53.0,72.0,84.0,75.0,70.0,72.0,83.0,74.0,64.0,72.0,83.0,66.0,76.0,56.0,82.0,78.0,81.0,77.0,12.0,9.0,10.0,14.0,10.0,,"Early Crosser,Long Passer (CPU AI Only),Team Player",67+3,67+3,67+3,70+3,70+3,70+3,70+3,70+3,73+3,73+3,73+3,73+3,78+3,78+3,78+3,73+3,78+3,80+3,80+3,80+3,78+3,77+3,77+3,77+3,77+3,77+3,210.0,122.90389820733765,52.67309923171613
13,2014,0,0,16.0,16.0,3788766.0,914.0,3166.0,Marco Verratti,,6.0,True,15.0,Left Center Midfield,92.0,199556.0,M. Verratti,Marco Verratti,1992-11-05,26.0,165.1,59.9,"CM,CDM",Italy,86.0,89.0,55000000.0,135000.0,Right,3.0,4.0,4.0,Medium/ High,Normal,105900000.0,Paris Saint-Germain,84.0,RDM,6.0,2012-07-18,2021,Italy,83.0,LCM,6.0,72.0,60.0,55.0,90.0,64.0,90.0,73.0,64.0,89.0,88.0,69.0,62.0,90.0,85.0,94.0,56.0,64.0,77.0,52.0,58.0,89.0,84.0,71.0,87.0,64.0,95.0,78.0,83.0,80.0,12.0,12.0,15.0,15.0,10.0,"#Dribbler,#Playmaker  ,#Acrobat,#Complete Midfielder",Playmaker (CPU AI Only),69+3,69+3,69+3,78+3,77+3,77+3,77+3,78+3,81+3,81+3,81+3,80+3,84+3,84+3,84+3,80+3,80+3,83+3,83+3,83+3,80+3,78+3,76+3,76+3,76+3,78+3,319.0,175.09859423485125,49.400857307638276
14,454,0,0,1.0,1.0,22912.0,38.0,3077.0,Jan Vertonghen,,5.0,True,5.0,Left Center Back,97.0,172871.0,J. Vertonghen,Jan Vertonghen,1987-04-24,31.0,187.96,86.2,CB,Belgium,87.0,87.0,34000000.0,155000.0,Left,3.0,3.0,3.0,High/ High,Normal,62900000.0,Tottenham Hotspur,83.0,LCB,5.0,2012-07-01,2020,Belgium,85.0,LCB,5.0,72.0,56.0,80.0,79.0,52.0,71.0,63.0,73.0,74.0,77.0,61.0,65.0,61.0,85.0,60.0,80.0,85.0,75.0,79.0,66.0,84.0,89.0,60.0,68.0,66.0,83.0,89.0,87.0,88.0,6.0,10.0,9.0,12.0,7.0,"#Tackling ,#Tactician ","Power Free-Kick,Leadership",69+3,69+3,69+3,69+3,70+3,70+3,70+3,69+3,70+3,70+3,70+3,71+3,75+3,75+3,75+3,71+3,79+3,82+3,82+3,82+3,79+3,80+3,84+3,84+3,84+3,80+3,274.0,143.45178527394046,47.119199542535185
15,2058,0,0,20.0,20.0,3794692.0,911.0,16311.0,Evgeny Makarenko,,14.0,False,0.0,Substitute,36.0,240309.0,Y. Makarenko,Yevhen Makarenko,1991-05-21,27.0,182.88,83.9,"CDM,LB,CM",Ukraine,72.0,74.0,3000000.0,13000.0,Left,1.0,3.0,3.0,Medium/ Medium,Normal,4800000.0,RSC Anderlecht,73.0,RES,5.0,2018-07-01,2022,,,,,70.0,47.0,64.0,72.0,51.0,65.0,61.0,56.0,71.0,68.0,61.0,75.0,67.0,69.0,57.0,73.0,67.0,76.0,77.0,67.0,74.0,74.0,62.0,69.0,48.0,74.0,70.0,70.0,69.0,14.0,14.0,10.0,14.0,14.0,,Long Shot Taker (CPU AI Only),63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,67+2,69+2,69+2,69+2,67+2,70+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,70+2,70+2,36.0,18.647093495310003,46.61773373827501
16,862,0,0,16.0,16.0,267464.0,212.0,5461.0,Šime Vrsaljko,,16.0,True,2.0,Right Back,94.0,203890.0,S. Vrsaljko,Šime Vrsaljko,1992-01-10,27.0,154.94,76.2,RB,Croatia,81.0,81.0,15000000.0,57000.0,Right,2.0,3.0,3.0,High/ Medium,Lean,,Inter,82.0,SUB,2.0,,"Jun 30, 2019",,,,,82.0,44.0,73.0,77.0,53.0,74.0,70.0,57.0,70.0,79.0,78.0,79.0,67.0,79.0,72.0,75.0,85.0,87.0,73.0,58.0,75.0,80.0,65.0,68.0,52.0,67.0,79.0,81.0,77.0,15.0,11.0,10.0,10.0,12.0,,"Injury Prone,Dives Into Tackles (CPU AI Only)",67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,79+2,77+2,77+2,77+2,79+2,79+2,77+2,77+2,77+2,79+2,94.0,48.34005685074366,46.283033154967335
17,2044,0,0,15.0,15.0,3788775.0,772.0,31953.0,Eric García Martret,Eric García,12.0,True,3.0,Right Center Back,74.0,245037.0,Eric García,Eric García Martret,2001-01-09,18.0,182.88,78.9,CB,Spain,64.0,84.0,800000.0,8000.0,Right,1.0,3.0,2.0,Low/ High,Lean,2300000.0,Manchester City,85.0,RES,50.0,2017-07-01,2022,,,,,35.0,30.0,60.0,64.0,31.0,54.0,51.0,31.0,60.0,63.0,60.0,63.0,60.0,63.0,57.0,51.0,68.0,56.0,64.0,25.0,66.0,62.0,31.0,47.0,44.0,59.0,64.0,65.0,61.0,11.0,9.0,12.0,11.0,7.0,,,48+2,48+2,48+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,52+2,55+2,55+2,55+2,52+2,58+2,62+2,62+2,62+2,58+2,59+2,63+2,63+2,63+2,59+2,145.0,70.83375099413499,43.96577647911827
18,286,0,0,20.0,20.0,16196.0,220.0,5574.0,Toni Kroos,,8.0,True,15.0,Left Center Midfield,54.0,182521.0,T. Kroos,Toni Kroos,1990-01-04,29.0,182.88,76.2,CM,Germany,90.0,90.0,76500000.0,355000.0,Right,4.0,5.0,3.0,Medium/ Medium,Normal,156800000.0,Real Madrid,86.0,LCM,8.0,2014-07-17,2022,Germany,85.0,LCM,8.0,88.0,76.0,58.0,92.0,82.0,81.0,86.0,84.0,93.0,90.0,64.0,62.0,70.0,89.0,71.0,87.0,30.0,75.0,73.0,89.0,60.0,76.0,78.0,90.0,73.0,88.0,72.0,74.0,66.0,10.0,11.0,13.0,7.0,10.0,"#Playmaker  ,#Distance Shooter,#Crosser,#Complete Midfielder","Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only),Set Play Specialist",78+3,78+3,78+3,81+3,82+3,82+3,82+3,81+3,84+3,84+3,84+3,82+3,86+3,86+3,86+3,82+3,78+3,80+3,80+3,80+3,78+3,75+3,71+3,71+3,71+3,75+3,290.0,133.90651700017412,41.557194931088524
19,437,0,0,0.0,0.0,18245.0,24.0,3471.0,Dejan Lovren,,6.0,True,3.0,Right Center Back,96.0,195086.0,D. Lovren,Dejan Lovren,1989-07-05,29.0,187.96,83.9,CB,Croatia,81.0,82.0,16000000.0,115000.0,Right,2.0,4.0,2.0,Medium/ High,Normal,30800000.0,Liverpool,83.0,SUB,6.0,2014-07-27,2021,,,,,59.0,33.0,80.0,69.0,42.0,63.0,26.0,18.0,66.0,67.0,54.0,55.0,50.0,75.0,41.0,63.0,81.0,68.0,82.0,34.0,87.0,81.0,21.0,56.0,52.0,70.0,77.0,83.0,85.0,14.0,14.0,13.0,10.0,7.0,,Dives Into Tackles (CPU AI Only),54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,58+2,62+2,62+2,62+2,58+2,71+2,74+2,74+2,74+2,71+2,72+2,79+2,79+2,79+2,72+2,96.0,44.2260410088933,41.46191344583747
20,1764,0,0,9.0,9.0,3788743.0,782.0,5639.0,Anga Dedryck Boyata,Dedryck Boyata,4.0,True,4.0,Center Back,95.0,197837.0,D. Boyata,Anga Dedryck Boyata,1990-11-28,28.0,187.96,86.2,CB,Belgium,75.0,77.0,6500000.0,42000.0,Right,1.0,3.0,2.0,Medium/ Medium,Normal,12200000.0,Celtic,74.0,RCB,20.0,2015-06-02,2019,,,,,46.0,20.0,76.0,66.0,36.0,57.0,34.0,13.0,56.0,61.0,66.0,72.0,62.0,55.0,59.0,56.0,85.0,77.0,90.0,25.0,77.0,73.0,47.0,32.0,13.0,55.0,68.0,75.0,73.0,11.0,8.0,13.0,13.0,8.0,#Strength,"Injury Prone,Dives Into Tackles (CPU AI Only),Power Header",52+2,52+2,52+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,54+2,55+2,55+2,55+2,54+2,65+2,67+2,67+2,67+2,65+2,67+2,73+2,73+2,73+2,67+2,95.0,43.68572398041239,41.38647534986437
21,1986,0,0,13.0,13.0,3788757.0,782.0,13116.0,Jason Denayer,,18.0,True,4.0,Center Back,96.0,220182.0,J. Denayer,Jason Denayer,1995-06-28,23.0,182.88,79.8,CB,Belgium,78.0,85.0,12500000.0,47000.0,Right,1.0,3.0,2.0,Medium/ High,Normal,26300000.0,Olympique Lyonnais,79.0,LCB,5.0,2018-08-21,2022,,,,,58.0,42.0,75.0,73.0,35.0,67.0,35.0,29.0,68.0,70.0,71.0,75.0,66.0,78.0,62.0,51.0,76.0,72.0,79.0,36.0,77.0,77.0,36.0,61.0,39.0,79.0,77.0,80.0,81.0,7.0,10.0,15.0,15.0,15.0,,,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,64+2,66+2,66+2,66+2,64+2,73+2,74+2,74+2,74+2,73+2,74+2,77+2,77+2,77+2,74+2,96.0,43.21375174611424,40.5128922619821
22,2045,0,0,27.0,27.0,3788776.0,790.0,22818.0,Dejan Kulusevski,,21.0,False,0.0,Substitute,41.0,247394.0,D. Kulusevski,Dejan Kulusevski,2000-04-25,18.0,185.42,74.8,CM,Sweden,61.0,77.0,525000.0,2000.0,Left,1.0,2.0,2.0,Medium/ Medium,Normal,1200000.0,Atalanta,76.0,RES,44.0,2018-07-01,2021,,,,,48.0,36.0,54.0,78.0,42.0,62.0,41.0,45.0,62.0,54.0,54.0,69.0,51.0,63.0,57.0,64.0,59.0,54.0,54.0,47.0,63.0,48.0,60.0,57.0,57.0,46.0,50.0,53.0,56.0,14.0,5.0,10.0,10.0,5.0,,,55+2,55+2,55+2,56+2,58+2,58+2,58+2,56+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,58+2,56+2,58+2,58+2,58+2,56+2,56+2,55+2,55+2,55+2,56+2,41.0,18.155242285899952,39.852970871487706
23,910,0,0,7.0,7.0,303430.0,222.0,6892.0,Pau Francisco Torres,Pau Torres,4.0,True,5.0,Left Center Back,93.0,241464.0,Pau Torres,Pau Francisco Torres,1997-01-16,22.0,193.04,81.2,CB,Spain,72.0,80.0,4000000.0,14000.0,Left,1.0,3.0,2.0,Medium/ Medium,Lean,,Málaga CF,73.0,LCB,5.0,,"Jun 30, 2019",,,,,43.0,24.0,74.0,70.0,31.0,51.0,35.0,28.0,65.0,70.0,67.0,65.0,57.0,68.0,43.0,43.0,70.0,80.0,63.0,32.0,68.0,71.0,29.0,50.0,42.0,54.0,71.0,74.0,72.0,11.0,13.0,13.0,13.0,9.0,,,49+2,49+2,49+2,52+2,51+2,51+2,51+2,52+2,54+2,54+2,54+2,56+2,61+2,61+2,61+2,56+2,67+2,69+2,69+2,69+2,67+2,68+2,70+2,70+2,70+2,68+2,286.0,125.9047157013437,39.620365080842426
24,439,0,0,2.0,2.0,18245.0,24.0,3493.0,Emre Can,,23.0,False,0.0,Substitute,11.0,208333.0,E. Can,Emre Can,1994-01-12,25.0,182.88,82.1,"CM,CDM",Germany,80.0,85.0,19500000.0,91000.0,Right,2.0,4.0,3.0,Medium/ Medium,Normal,33600000.0,Juventus,85.0,SUB,23.0,2018-07-01,2022,Germany,85.0,SUB,23.0,70.0,60.0,72.0,81.0,61.0,76.0,68.0,65.0,80.0,81.0,69.0,73.0,73.0,78.0,71.0,81.0,76.0,85.0,83.0,75.0,85.0,81.0,73.0,79.0,60.0,74.0,82.0,81.0,80.0,14.0,8.0,8.0,13.0,11.0,,"Dives Into Tackles (CPU AI Only),Flair,Long Shot Taker (CPU AI Only)",73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,75+2,78+2,81+2,81+2,81+2,78+2,78+2,80+2,80+2,80+2,78+2,20.0,8.606507363940054,38.72928313773024
25,3,0,0,2.0,2.0,15946.0,217.0,5211.0,Jordi Alba Ramos,Jordi Alba,18.0,True,6.0,Left Back,92.0,189332.0,Jordi Alba,Jordi Alba Ramos,1989-03-21,29.0,170.18,68.0,LB,Spain,87.0,87.0,38000000.0,250000.0,Left,3.0,3.0,3.0,High/ Medium,Normal,77900000.0,FC Barcelona,86.0,LB,18.0,2012-07-01,2024,Spain,85.0,LB,18.0,87.0,73.0,70.0,84.0,60.0,80.0,80.0,63.0,74.0,84.0,93.0,93.0,90.0,83.0,85.0,64.0,81.0,91.0,61.0,66.0,77.0,84.0,80.0,76.0,59.0,82.0,74.0,84.0,84.0,13.0,15.0,13.0,6.0,13.0,"#Speedster,#Crosser,#Acrobat",Beat Offside Trap,76+3,76+3,76+3,82+3,79+3,79+3,79+3,82+3,80+3,80+3,80+3,83+3,80+3,80+3,80+3,83+3,85+3,80+3,80+3,80+3,85+3,84+3,78+3,78+3,78+3,84+3,463.0,197.7051908911845,38.43081464407474
