,index,Unnamed: 0,player_id,nickname,firstname,lastname,birth_date,player_name,team_id,jersey_number,minutes_played,is_starter,game_id
171,0,0,14862,J. Draxler,Julian,Draxler,1993-09-20,Julian Draxler,3148,0,79,True,1694403
172,1,1,18669,J. Hector,Jonas,Hector,1990-05-27,Jonas Hector,3148,0,94,True,1694403
173,2,2,14716,J. Boateng,Jérôme,Boateng,1988-09-03,Jérôme Boateng,3148,0,94,True,1694403
174,3,3,20612,S. Mustafi,Shkodran,Mustafi,1992-04-17,Shkodran Mustafi,3148,0,94,True,1694403
175,4,4,14732,T. Müller,Thomas,Müller,1989-09-13,Thomas Müller,3148,0,94,True,1694403
176,5,5,14806,M. Götze,Mario,Götze,1992-06-03,Mario Götze,3148,0,91,True,1694403
177,6,6,3318,S. Khedira,Sami,Khedira,1987-04-04,Sami Khedira,3148,0,94,True,1694403
178,7,7,14712,M. Neuer,Manuel,Neuer,1986-03-27,Manuel Neuer,3148,0,94,True,1694403
179,8,8,3319,M. Özil,Mesut,Özil,1988-10-15,Mesut Özil,3148,0,94,True,1694403
180,9,9,14855,B. Höwedes,Benedikt,Höwedes,1988-02-29,Benedikt Höwedes,3148,0,94,True,1694403
181,10,10,14723,T. Kroos,Toni,Kroos,1990-01-04,Toni Kroos,3148,0,94,True,1694403
182,11,11,14789,A. Schürrle,André,Schürrle,1990-11-06,André Schürrle,3148,0,15,False,1694403
183,12,12,14728,B. Schweinsteiger,Bastian,Schweinsteiger,1984-08-01,Bastian Schweinsteiger,3148,0,3,False,1694403
184,13,13,105380,R. Zozulya,Roman,Zozulya,1989-11-17,Roman Zozulya,14622,0,67,True,1694403
185,14,14,241566,V. Kovalenko,Viktor,Kovalenko,1996-02-14,Viktor Kovalenko,14622,0,75,True,1694403
186,15,15,105518,A. Fedetskiy,Artem,Fedetskiy,1985-04-26,Artem Fedetskiy,14622,0,94,True,1694403
187,16,16,105329,Y. Rakitskiy,Yaroslav,Rakitskiy,1989-08-03,Yaroslav Rakitskiy,14622,0,94,True,1694403
188,17,17,105595,E. Khacheridi,Evgen,Khacheridi,1987-07-28,Evgen Khacheridi,14622,0,94,True,1694403
189,18,18,105622,A. Yarmolenko,Andriy,Yarmolenko,1989-10-23,Andriy Yarmolenko,14622,0,94,True,1694403
190,19,19,105378,Y. Konoplyanka,Yevhen,Konoplyanka,1989-09-29,Yevhen Konoplyanka,14622,0,94,True,1694403
191,20,20,105320,A. Pyatov,Andriy,Pyatov,1984-06-28,Andriy Pyatov,14622,0,94,True,1694403
192,21,21,105341,T. Stepanenko,Taras,Stepanenko,1989-08-08,Taras Stepanenko,14622,0,94,True,1694403
193,22,22,105503,S. Sydorchuk,Serhiy,Sydorchuk,1991-05-02,Serhiy Sydorchuk,14622,0,94,True,1694403
194,23,23,105331,V. Shevchuk,Vyacheslav,Shevchuk,1979-05-13,Vyacheslav Shevchuk,14622,0,94,True,1694403
195,24,24,105344,Y. Seleznyov,Yevhen,Seleznyov,1985-07-20,Yevhen Seleznyov,14622,0,27,False,1694403
196,25,25,241564,O. Zinchenko,Oleksandr,Zinchenko,1996-12-15,Oleksandr Zinchenko,14622,0,19,False,1694403
197,5,5,9620,C. Evans,Corry,Evans,1990-07-30,Corry Evans,10962,0,90,True,1694404
198,9,9,11135,A. Hughes,Aaron ,Hughes,1979-11-08,Aaron  Hughes,10962,0,96,True,1694404
199,11,11,9525,N. McGinn,Niall,McGinn,1987-07-20,Niall McGinn,10962,0,27,False,1694404
200,12,12,62235,J. Magennis,Josh,Magennis,1990-08-15,Josh Magennis,10962,0,12,False,1694404
201,26,26,105606,D. Garmash,Denys,Garmash,1990-04-19,Denys Garmash,14622,0,20,False,1694404
202,9,9,14795,M. Hummels,Mats ,Hummels,1988-12-16,Mats  Hummels,3148,0,93,True,1694405
203,12,12,14731,M. Gómez,Mario,Gómez García,1985-07-10,Mario Gómez García,3148,0,21,False,1694405
204,23,23,7847,Ł. Fabiański,Łukasz,Fabiański,1985-04-18,Łukasz Fabiański,13869,0,93,True,1694405
205,5,5,105328,O. Kucher,Olexandr,Kucher,1982-10-22,Olexandr Kucher,14622,0,95,True,1694406
206,8,8,105716,B. Butko,Bohdan,Butko,1991-01-13,Bohdan Butko,14622,0,95,True,1694406
207,10,10,105371,R. Rotan,Ruslan,Rotan,1981-10-29,Ruslan Rotan,14622,0,95,True,1694406
208,12,12,14729,A. Tymoshchuk,Anatoliy,Tymoshchuk,1979-03-30,Anatoliy Tymoshchuk,14622,0,4,False,1694406
209,13,13,99902,P. Zieliński,Piotr,Zieliński,1994-05-20,Piotr Zieliński,13869,0,47,True,1694406
210,15,15,99661,T. Cionek,Thiago,Rangel Cionek,1986-04-21,Thiago Rangel Cionek,13869,0,95,True,1694406
211,26,26,99634,F. Starzyński,Filip,Starzyński,1991-05-27,Filip Starzyński,13869,0,4,False,1694406
212,6,6,224593,J. Kimmich,Joshua,Kimmich,1995-02-08,Joshua Kimmich,3148,0,93,True,1694407
213,0,0,7869,O. Özyakup,Oğuzhan,Özyakup,1992-09-23,Oğuzhan Özyakup,4687,0,48,True,1694408
214,1,1,3448,A. Turan,Arda,Turan,1987-01-30,Arda Turan,4687,0,67,True,1694408
215,2,2,32636,C. Tosun,Cenk,Tosun,1991-06-07,Cenk Tosun,4687,0,71,True,1694408
216,3,3,32524,G. Gönül,Gökhan,Gönül,1985-01-04,Gökhan Gönül,4687,0,97,True,1694408
217,4,4,32523,C. Erkin,Caner,Erkin,1988-10-04,Caner Erkin,4687,0,97,True,1694408
218,5,5,15524,H. Çalhanoğlu,Hakan,Çalhanoğlu,1994-02-08,Hakan Çalhanoğlu,4687,0,97,True,1694408
219,6,6,223071,O. Tufan,Ozan,Tufan,1995-03-23,Ozan Tufan,4687,0,97,True,1694408
220,7,7,32642,H. Balta,Hakan Kadir,Balta,1983-03-23,Hakan Kadir Balta,4687,0,97,True,1694408
221,8,8,32656,S. İnan,Selçuk,İnan,1985-02-10,Selçuk İnan,4687,0,97,True,1694408
222,9,9,3289,M. Topal,Mehmet,Topal,1986-03-03,Mehmet Topal,4687,0,97,True,1694408
223,10,10,32923,V. Babacan,Volkan,Babacan,1988-08-11,Volkan Babacan,4687,0,97,True,1694408
224,11,11,32566,V. Şen,Volkan,Şen,1987-07-07,Volkan Şen,4687,0,49,False,1694408
225,12,12,32572,B. Yılmaz,Burak,Yılmaz,1985-07-15,Burak Yılmaz,4687,0,30,False,1694408
226,13,13,281255,E. Mor,Emre,Mor,1997-07-24,Emre Mor,4687,0,26,False,1694408
227,14,14,14812,I. Perišić,Ivan,Perišić,1989-02-02,Ivan Perišić,9598,0,89,True,1694408
228,15,15,3476,I. Rakitić,Ivan,Rakitić,1988-03-10,Ivan Rakitić,9598,0,91,True,1694408
229,16,16,69400,M. Badelj,Milan,Badelj,1989-02-25,Milan Badelj,9598,0,97,True,1694408
230,17,17,135747,D. Subašić,Danijel,Subašić,1984-10-27,Danijel Subašić,9598,0,97,True,1694408
231,18,18,14943,M. Mandžukić,Mario,Mandžukić,1986-01-14,Mario Mandžukić,9598,0,92,True,1694408
232,19,19,105361,I. Strinić,Ivan,Strinić,1987-07-17,Ivan Strinić,9598,0,97,True,1694408
233,20,20,8287,L. Modrić,Luka,Modrić,1985-09-09,Luka Modrić,9598,0,97,True,1694408
234,21,21,105332,D. Srna,Darijo,Srna,1982-05-01,Darijo Srna,9598,0,97,True,1694408
235,22,22,69396,D. Vida,Domagoj,Vida,1989-04-29,Domagoj Vida,9598,0,97,True,1694408
236,23,23,69968,M. Brozović,Marcelo,Brozović,1992-11-16,Marcelo Brozović,9598,0,97,True,1694408
237,24,24,14771,V. Ćorluka,Vedran,Ćorluka,1986-02-05,Vedran Ćorluka,9598,0,97,True,1694408
238,25,25,69411,A. Kramarić,Andrej,Kramarić,1991-06-19,Andrej Kramarić,9598,0,8,False,1694408
239,26,26,15245,G. Schildenfeld,Gordon,Schildenfeld,1985-03-18,Gordon Schildenfeld,9598,0,6,False,1694408
