,Unnamed: 0.2,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_vaep_value,statistic_rating_vaep_value
10,1078,12529.0,0.0,0.0,22.0,22.0,303377.0,217.0,8118.0,Frenkie de Jong,,21.0,True,13.0,Right Center Midfield,96.0,228702.0,F. de Jong,Frenkie de Jong,1997-05-12,21.0,154.94,69.9,"CM,CDM,CB",Netherlands,82.0,89.0,31000000.0,20000.0,Right,1.0,3.0,4.0,Medium/ Medium,Lean,49600000.0,Ajax,78.0,LDM,21.0,2015-08-25,2022,Netherlands,81.0,LDM,7.0,75.0,52.0,64.0,87.0,64.0,86.0,82.0,64.0,82.0,88.0,80.0,78.0,84.0,83.0,78.0,68.0,76.0,74.0,69.0,57.0,64.0,78.0,66.0,85.0,45.0,86.0,69.0,73.0,70.0,7.0,13.0,10.0,10.0,9.0,#Dribbler,"Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",70+2,70+2,70+2,77+2,76+2,76+2,76+2,77+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,77+2,78+2,78+2,78+2,77+2,76+2,72+2,72+2,72+2,76+2,289.0,1.7452926145670062,0.5435167311800365
11,975,23757.0,0.0,0.0,13.0,13.0,3753974.0,29.0,3289.0,Romelu Lukaku Menama,Romelu Lukaku,10.0,True,23.0,Center Forward,94.0,192505.0,R. Lukaku,Romelu Lukaku,1993-05-13,25.0,190.5,93.9,ST,Belgium,86.0,88.0,55000000.0,215000.0,Left,3.0,3.0,3.0,Medium/ Medium,Stocky,108600000.0,Manchester United,82.0,SUB,9.0,2017-07-10,2022,Belgium,85.0,ST,9.0,72.0,86.0,85.0,76.0,77.0,78.0,74.0,66.0,73.0,71.0,75.0,90.0,60.0,86.0,46.0,88.0,71.0,81.0,94.0,74.0,71.0,27.0,87.0,73.0,78.0,83.0,30.0,30.0,30.0,8.0,15.0,14.0,7.0,10.0,"#Poacher,#Strength,#Complete Forward","Beat Offside Trap,Leadership,Speed Dribbler (CPU AI Only),Power Header,Target Forward",83+3,83+3,83+3,77+3,80+3,80+3,80+3,77+3,77+3,77+3,77+3,78+3,71+3,71+3,71+3,78+3,59+3,57+3,57+3,57+3,59+3,56+3,53+3,53+3,53+3,56+3,374.0,2.131881706859554,0.5130196620785022
12,958,24214.0,0.0,0.0,15.0,15.0,3753977.0,30.0,3325.0,Marko Arnautović,,10.0,True,21.0,Left Wing,84.0,184200.0,M. Arnautović,Marko Arnautović,1989-04-19,29.0,193.04,83.0,ST,Austria,82.0,82.0,22000000.0,120000.0,Right,3.0,4.0,4.0,High/ Medium,Normal,41800000.0,West Ham United,79.0,ST,7.0,2017-07-23,2023,Austria,77.0,LS,7.0,78.0,78.0,74.0,78.0,79.0,84.0,79.0,72.0,74.0,85.0,79.0,83.0,69.0,78.0,66.0,84.0,67.0,78.0,84.0,75.0,84.0,44.0,83.0,77.0,77.0,81.0,43.0,48.0,39.0,14.0,15.0,10.0,10.0,15.0,,"Diver,Flair,Technical Dribbler (CPU AI Only),Backs Into Player,Through Ball",80+3,80+3,80+3,80+3,80+3,80+3,80+3,80+3,79+3,79+3,79+3,80+3,75+3,75+3,75+3,80+3,65+3,65+3,65+3,65+3,65+3,63+3,60+3,60+3,60+3,63+3,194.0,0.9769420391221502,0.45322053361336867
13,1371,757.0,0.0,0.0,10.0,10.0,15998.0,217.0,6332.0,Thomas Vermaelen,,24.0,True,6.0,Left Back,70.0,213565.0,T. Lemar,Thomas Lemar,1995-11-12,23.0,170.18,62.1,"LM,CAM,RM",France,83.0,89.0,35500000.0,64000.0,Left,3.0,2.0,4.0,Medium/ Medium,Lean,79900000.0,Atlético Madrid,84.0,LM,11.0,2018-07-01,2023,France,84.0,SUB,8.0,83.0,75.0,54.0,84.0,76.0,85.0,85.0,81.0,75.0,86.0,86.0,84.0,87.0,79.0,86.0,79.0,71.0,79.0,63.0,78.0,63.0,66.0,78.0,84.0,68.0,80.0,55.0,59.0,63.0,11.0,15.0,13.0,7.0,14.0,,"Finesse Shot,Technical Dribbler (CPU AI Only),Set Play Specialist,Takes Finesse Free Kicks",76+3,76+3,76+3,82+3,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,79+3,79+3,79+3,82+3,74+3,71+3,71+3,71+3,74+3,71+3,64+3,64+3,64+3,71+3,211.0,0.9613440721323059,0.41005197389529635
14,1241,4859.0,0.0,0.0,25.0,25.0,18241.0,212.0,20005.0,Toby Alderweireld,,12.0,False,0.0,Substitute,47.0,184087.0,T. Alderweireld,Toby Alderweireld,1989-03-02,30.0,185.42,81.2,CB,Belgium,87.0,88.0,44000000.0,165000.0,Right,3.0,3.0,2.0,Medium/ Medium,Normal,84700000.0,Tottenham Hotspur,83.0,RCB,4.0,2015-07-08,2020,Belgium,85.0,RCB,2.0,64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,85.0,75.0,61.0,67.0,60.0,88.0,50.0,78.0,84.0,76.0,79.0,65.0,81.0,87.0,58.0,67.0,58.0,84.0,90.0,91.0,86.0,16.0,6.0,14.0,16.0,14.0,"#Tackling ,#Tactician ",Long Passer (CPU AI Only),66+3,66+3,66+3,65+3,67+3,67+3,67+3,65+3,68+3,68+3,68+3,68+3,75+3,75+3,75+3,68+3,78+3,83+3,83+3,83+3,78+3,80+3,84+3,84+3,84+3,80+3,290.0,1.2976347946896567,0.4027142466278245
15,759,35904.0,0.0,0.0,26.0,26.0,3788761.0,908.0,11383.0,László Bénes,,11.0,False,0.0,Substitute,20.0,234728.0,L. Bénes,László Bénes,1997-09-09,21.0,154.94,72.1,"CAM,CM",Slovakia,69.0,80.0,1800000.0,9000.0,Left,1.0,3.0,3.0,Medium/ Medium,Normal,,Holstein Kiel,69.0,SUB,25.0,,"Jun 30, 2019",,,,,74.0,62.0,38.0,76.0,75.0,68.0,76.0,72.0,63.0,71.0,67.0,64.0,76.0,58.0,78.0,69.0,59.0,58.0,56.0,72.0,49.0,28.0,63.0,69.0,50.0,56.0,35.0,33.0,47.0,12.0,10.0,9.0,9.0,9.0,,,62+2,62+2,62+2,68+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,67+2,63+2,63+2,63+2,67+2,55+2,52+2,52+2,52+2,55+2,51+2,44+2,44+2,44+2,51+2,5.0,0.021713342393923085,0.39084016309061553
16,836,31298.0,0.0,0.0,5.0,5.0,3788741.0,914.0,7037.0,Lorenzo Insigne,,10.0,True,21.0,Left Wing,80.0,198219.0,L. Insigne,Lorenzo Insigne,1991-06-04,27.0,162.56,59.0,"LW,ST",Italy,88.0,88.0,62000000.0,165000.0,Right,3.0,4.0,4.0,High/ Medium,Normal,105400000.0,Napoli,82.0,LS,24.0,2010-07-01,2022,Italy,83.0,LW,10.0,86.0,77.0,56.0,85.0,74.0,90.0,87.0,77.0,78.0,93.0,94.0,86.0,94.0,83.0,93.0,75.0,53.0,75.0,44.0,84.0,34.0,26.0,83.0,87.0,61.0,83.0,51.0,24.0,22.0,8.0,4.0,14.0,9.0,10.0,"#Speedster,#Dribbler,#Crosser,#Acrobat","Finesse Shot,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only),Takes Finesse Free Kicks",78+3,78+3,78+3,86+3,85+3,85+3,85+3,86+3,86+3,86+3,86+3,86+3,78+3,78+3,78+3,86+3,63+3,58+3,58+3,58+3,63+3,58+3,44+3,44+3,44+3,58+3,438.0,1.8907610055980513,0.3885125353968598
17,1074,12663.0,0.0,0.0,7.0,7.0,303430.0,222.0,6892.0,Pau Francisco Torres,Pau Torres,4.0,True,5.0,Left Center Back,93.0,146760.0,Juanfran,Juan Francisco Torres Belén,1985-01-09,34.0,154.94,71.2,RB,Spain,80.0,80.0,5500000.0,53000.0,Right,3.0,3.0,3.0,High/ Medium,Lean,11300000.0,Atlético Madrid,84.0,SUB,20.0,2011-01-01,2019,,,,,81.0,54.0,59.0,77.0,49.0,75.0,80.0,59.0,66.0,78.0,74.0,83.0,74.0,82.0,63.0,68.0,68.0,80.0,74.0,53.0,78.0,76.0,68.0,72.0,66.0,74.0,75.0,81.0,80.0,11.0,14.0,10.0,15.0,7.0,,Team Player,68+3,68+3,68+3,73+3,71+3,71+3,71+3,73+3,72+3,72+3,72+3,74+3,73+3,73+3,73+3,74+3,78+3,76+3,76+3,76+3,78+3,78+3,75+3,75+3,75+3,78+3,286.0,1.0076755252912335,0.3171006897769616
18,787,34167.0,0.0,0.0,26.0,26.0,3788748.0,912.0,16472.0,Lukáš Masopust,,12.0,True,17.0,Right Wing,72.0,243007.0,L. Masopust,Lukáš Masopust,1993-02-12,26.0,152.4,76.2,"RM,RW,RB,LM",Czech Republic,69.0,70.0,1200000.0,1000.0,Right,1.0,4.0,3.0,High/ Medium,Normal,2800000.0,SK Slavia Praha,72.0,SUB,28.0,2019-01-26,2022,,,,,67.0,65.0,47.0,60.0,49.0,71.0,56.0,46.0,47.0,71.0,80.0,84.0,72.0,65.0,64.0,56.0,64.0,73.0,71.0,53.0,64.0,54.0,62.0,61.0,42.0,59.0,42.0,58.0,60.0,7.0,7.0,6.0,10.0,10.0,,"Flair,Speed Dribbler (CPU AI Only)",63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,61+2,61+2,61+2,67+2,63+2,58+2,58+2,58+2,63+2,62+2,57+2,57+2,57+2,62+2,261.0,0.9170590801149956,0.3162272690051709
19,803,32977.0,0.0,0.0,22.0,22.0,3788746.0,911.0,20827.0,Vitalii Mykolenko,,16.0,True,6.0,Left Back,96.0,244380.0,V. Mykolenko,Vitaliy Mykolenko,1999-05-29,19.0,154.94,71.2,"LB,CB",Ukraine,66.0,81.0,1200000.0,1000.0,Left,1.0,2.0,2.0,Medium/ Medium,Lean,3400000.0,Dynamo Kyiv,75.0,LB,42.0,2017-07-01,2019,,,,,71.0,44.0,49.0,63.0,27.0,47.0,32.0,32.0,55.0,64.0,70.0,71.0,58.0,67.0,67.0,27.0,62.0,68.0,57.0,39.0,47.0,65.0,41.0,44.0,35.0,53.0,64.0,63.0,65.0,9.0,8.0,14.0,9.0,14.0,,,49+2,49+2,49+2,56+2,52+2,52+2,52+2,56+2,54+2,54+2,54+2,58+2,56+2,56+2,56+2,58+2,65+2,61+2,61+2,61+2,65+2,65+2,60+2,60+2,60+2,65+2,278.0,0.9424250406900683,0.30510163187807965
20,799,33210.0,0.0,0.0,7.0,7.0,3788747.0,915.0,8518.0,Marcel Sabitzer,,9.0,True,15.0,Left Center Midfield,96.0,204923.0,M. Sabitzer,Marcel Sabitzer,1994-03-17,24.0,152.4,77.1,"CAM,CM",Austria,81.0,84.0,22500000.0,54000.0,Right,2.0,4.0,3.0,High/ High,Normal,39900000.0,RB Leipzig,79.0,RAM,7.0,2014-07-01,2022,Austria,77.0,LM,9.0,70.0,79.0,56.0,79.0,78.0,79.0,74.0,63.0,67.0,81.0,83.0,77.0,75.0,85.0,79.0,86.0,75.0,84.0,76.0,81.0,70.0,55.0,81.0,79.0,65.0,75.0,58.0,55.0,51.0,11.0,13.0,14.0,15.0,13.0,,"Injury Prone,Long Shot Taker (CPU AI Only)",78+2,78+2,78+2,79+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,78+2,76+2,76+2,76+2,78+2,69+2,68+2,68+2,68+2,69+2,67+2,63+2,63+2,63+2,67+2,319.0,0.9999308201413442,0.28211214361354536
21,1412,7.0,0.0,0.0,2.0,2.0,15946.0,217.0,5211.0,Jordi Alba Ramos,Jordi Alba,18.0,True,6.0,Left Back,92.0,189332.0,Jordi Alba,Jordi Alba Ramos,1989-03-21,29.0,170.18,68.0,LB,Spain,87.0,87.0,38000000.0,250000.0,Left,3.0,3.0,3.0,High/ Medium,Normal,77900000.0,FC Barcelona,86.0,LB,18.0,2012-07-01,2024,Spain,85.0,LB,18.0,87.0,73.0,70.0,84.0,60.0,80.0,80.0,63.0,74.0,84.0,93.0,93.0,90.0,83.0,85.0,64.0,81.0,91.0,61.0,66.0,77.0,84.0,80.0,76.0,59.0,82.0,74.0,84.0,84.0,13.0,15.0,13.0,6.0,13.0,"#Speedster,#Crosser,#Acrobat",Beat Offside Trap,76+3,76+3,76+3,82+3,79+3,79+3,79+3,82+3,80+3,80+3,80+3,83+3,80+3,80+3,80+3,83+3,85+3,80+3,80+3,80+3,85+3,84+3,78+3,78+3,78+3,84+3,463.0,1.2229639628540099,0.23772517636471036
22,1288,2794.0,0.0,0.0,17.0,17.0,16196.0,220.0,5463.0,Luka Modrić,,10.0,True,13.0,Right Center Midfield,94.0,235164.0,L. Mora,Luca Mora,1988-05-10,30.0,182.88,79.8,CM,Italy,69.0,69.0,975000.0,3000.0,Left,1.0,3.0,3.0,Medium/ Medium,Normal,1500000.0,Spezia,67.0,LCM,6.0,2018-01-24,2020,,,,,70.0,55.0,60.0,72.0,71.0,64.0,59.0,64.0,69.0,72.0,60.0,65.0,60.0,68.0,74.0,65.0,41.0,75.0,68.0,66.0,61.0,51.0,68.0,70.0,61.0,65.0,52.0,63.0,58.0,11.0,13.0,13.0,12.0,14.0,,,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,59+2,59+2,59+2,63+2,311.0,0.8051115654634486,0.23299048518234847
23,777,34507.0,0.0,0.0,0.0,0.0,3788750.0,790.0,3702.0,Victor Nilsson Lindelöf,Victor Lindelöf,3.0,True,3.0,Right Center Back,97.0,235658.0,V. Nelsson,Victor Nelsson,1998-10-14,20.0,185.42,78.0,"CB,CM",Denmark,71.0,82.0,3500000.0,4000.0,Right,1.0,3.0,2.0,Medium/ High,Normal,5000000.0,FC Nordsjælland,65.0,CB,4.0,2016-01-01,2021,,,,,49.0,33.0,68.0,68.0,36.0,56.0,41.0,35.0,66.0,64.0,64.0,66.0,58.0,63.0,68.0,52.0,70.0,75.0,80.0,41.0,65.0,67.0,38.0,62.0,37.0,68.0,72.0,72.0,67.0,10.0,6.0,12.0,7.0,14.0,,,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,58+2,62+2,62+2,62+2,58+2,65+2,68+2,68+2,68+2,65+2,66+2,69+2,69+2,69+2,66+2,324.0,0.8350044569415331,0.2319456824837592
24,786,34168.0,0.0,0.0,27.0,27.0,3788748.0,912.0,16570.0,Vladimír Coufal,,5.0,True,2.0,Right Back,95.0,244470.0,V. Coufal,Vladimír Coufal,1992-08-22,26.0,175.26,74.8,RB,Czech Republic,73.0,76.0,4100000.0,1000.0,Right,1.0,2.0,3.0,High/ High,Stocky,9400000.0,SK Slavia Praha,72.0,RB,5.0,2018-07-01,2021,Czech Republic,75.0,RB,20.0,79.0,41.0,40.0,66.0,41.0,65.0,50.0,37.0,58.0,69.0,76.0,74.0,71.0,74.0,74.0,41.0,71.0,85.0,71.0,44.0,76.0,69.0,60.0,53.0,36.0,65.0,72.0,73.0,72.0,13.0,12.0,12.0,6.0,13.0,,Long Throw-in,56+2,56+2,56+2,64+2,60+2,60+2,60+2,64+2,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,73+2,69+2,69+2,69+2,73+2,72+2,68+2,68+2,68+2,72+2,385.0,0.9580372772643386,0.2239567661137415
